__time,/imu/angular_velocity/x,/imu/angular_velocity/y,/imu/angular_velocity/z,/imu/angular_velocity_covariance[0;0],/imu/angular_velocity_covariance[0;1],/imu/angular_velocity_covariance[0;2],/imu/angular_velocity_covariance[1;1],/imu/angular_velocity_covariance[1;2],/imu/angular_velocity_covariance[2;2],/imu/header/header/stamp,/imu/linear_acceleration/x,/imu/linear_acceleration/y,/imu/linear_acceleration/z,/imu/linear_acceleration_covariance[0;0],/imu/linear_acceleration_covariance[0;1],/imu/linear_acceleration_covariance[0;2],/imu/linear_acceleration_covariance[1;1],/imu/linear_acceleration_covariance[1;2],/imu/linear_acceleration_covariance[2;2],/imu/orientation/pitch,/imu/orientation/roll,/imu/orientation/w,/imu/orientation/x,/imu/orientation/y,/imu/orientation/yaw,/imu/orientation/z,/imu/orientation_covariance[0;0],/imu/orientation_covariance[0;1],/imu/orientation_covariance[0;2],/imu/orientation_covariance[1;1],/imu/orientation_covariance[1;2],/imu/orientation_covariance[2;2]
1725743153.177415,-0.006932259,0.009378860,-0.009821043,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.177068472,9.552723520,1.175855539,10.049870671,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.279799,-0.005797674,0.010085291,-0.010239767,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.279161453,9.535265569,1.173510045,10.088006624,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.381037,-0.006096384,0.008373424,-0.009449895,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.380707026,9.578029513,1.174732317,10.046001603,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.482130,-0.005912661,0.007650721,-0.009454653,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.481801748,9.532350938,1.195701120,10.056134347,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.600179,-0.005620953,0.008621681,-0.009856725,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.599829197,9.595732354,1.212173070,10.054015660,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.721733,-0.006341102,0.010705935,-0.009591452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.721141338,9.580720181,1.174903673,10.067326433,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.789012,-0.006368098,0.011281753,-0.009858509,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.788792372,9.485795881,1.202971856,10.045241586,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.912153,-0.006181749,0.010903506,-0.009525728,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.911854744,9.435938712,1.199043301,10.030606633,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743153.979584,-0.007287655,0.010714382,-0.009492569,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743153.979281425,9.458910518,1.186301436,10.025684176,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.081184,-0.005375832,0.009687203,-0.009675836,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.080851316,9.611702574,1.194300620,9.975322557,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.207998,-0.006418388,0.007374993,-0.009700854,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.207816839,9.588705291,1.170757488,9.987264550,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.292702,-0.006007048,0.007084890,-0.008580899,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.292364836,9.562836532,1.206886312,9.993235546,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.393726,-0.006267686,0.008605228,-0.008687077,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.393480062,9.530741996,1.184235392,10.014183691,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.514125,-0.005998312,0.010364630,-0.010672017,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.513833046,9.472781887,1.194465108,10.046212939,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.599330,-0.005597163,0.008446478,-0.010998331,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.598763704,9.488109693,1.194789927,10.034684839,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.700541,-0.006262591,0.008753097,-0.010628564,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.700259924,9.479008460,1.172199651,10.067241101,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.801784,-0.006462074,0.009306100,-0.009844140,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.801483631,9.522358234,1.188447238,10.048791449,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743154.903057,-0.006761662,0.009515986,-0.011850089,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743154.902583122,9.585945963,1.169028306,10.040764133,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.005198,-0.006311916,0.008688311,-0.010188441,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.004636049,9.432125813,1.174886468,10.039145494,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.090281,-0.006819814,0.008874014,-0.009957156,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.089811325,9.435448893,1.186198117,10.032348626,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.192789,-0.007273610,0.007234861,-0.008575819,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.192223549,9.499380941,1.203829039,10.038530270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.294910,-0.007100814,0.007081440,-0.009883617,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.294432402,9.579247355,1.206656951,10.030843504,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.397417,-0.005815336,0.008403656,-0.009205204,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.396762848,9.435961568,1.182923202,10.028197631,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.521690,-0.004972751,0.007732453,-0.009732001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.521139383,9.510414866,1.187821464,10.049627380,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.622877,-0.005084382,0.008595931,-0.009196012,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.622365236,9.497346105,1.190270595,10.017231903,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.708234,-0.005073583,0.008694593,-0.009594173,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.707769156,9.506379351,1.157964888,10.027379379,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.827218,-0.006400494,0.006812072,-0.010192947,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.826889992,9.512093484,1.183724875,10.008502922,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743155.911808,-0.005265329,0.007336354,-0.009759563,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743155.911474228,9.578418568,1.195407360,10.054150143,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.012980,-0.006429752,0.008531113,-0.010542105,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.012699604,9.536137995,1.197656072,10.047036009,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.134169,-0.006945348,0.009594802,-0.010800144,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.133887768,9.577268216,1.189200351,10.073416686,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.218389,-0.005071447,0.009194028,-0.010396239,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.218091965,9.628968581,1.196947587,10.059064300,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.333152,-0.005400193,0.009726413,-0.010194287,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.332900524,9.568598060,1.158908364,10.032727951,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.400533,-0.005031641,0.011258300,-0.010093311,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.400320292,9.551585407,1.155456379,10.036324913,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.501899,-0.006179677,0.009159775,-0.009776360,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.501579523,9.490388651,1.178878092,10.026148296,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.622703,-0.006220770,0.008843284,-0.009218192,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.622209549,9.465777821,1.169033773,10.005492361,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.708078,-0.005841623,0.009151347,-0.009005723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.707508326,9.463052485,1.166506632,10.053842372,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.810063,-0.005785281,0.010104765,-0.009299182,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.809564114,9.573058225,1.190390767,10.043289594,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743156.912312,-0.005890341,0.009981934,-0.009512527,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743156.911725760,9.522680235,1.197542796,10.014063010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.014659,-0.005343331,0.010186981,-0.008220273,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.014131546,9.437615753,1.180761144,10.043757579,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.116625,-0.005402903,0.010156273,-0.008506764,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.116156340,9.472921646,1.198715533,10.023877081,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.218716,-0.006765001,0.011073537,-0.008650009,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.218292236,9.464229378,1.184940042,10.049862124,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.342649,-0.007379434,0.009200625,-0.008921478,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.342150688,9.474253361,1.185237355,10.088002351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.448604,-0.006354340,0.008730477,-0.010456140,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.448060274,9.540338350,1.148263209,10.045999467,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.552796,-0.007040873,0.007496170,-0.009824544,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.552187443,9.500332749,1.177676526,10.048948220,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.621325,-0.005518903,0.010076564,-0.010707826,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.620725632,9.597685906,1.169630499,10.018089832,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.740623,-0.006756385,0.010167680,-0.010616543,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.740028143,9.490686215,1.181175113,10.055351069,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.828588,-0.005709737,0.009214005,-0.008905512,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.828047991,9.424013762,1.190539949,10.053624021,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743157.932682,-0.003920718,0.010469172,-0.008516305,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743157.932077408,9.517613570,1.188037309,10.015637694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743158.034549,-0.005157906,0.011030140,-0.010053707,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743158.034042120,9.515315574,1.197563576,10.019397216,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743158.144796,-0.005576653,0.009911697,-0.009490096,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743158.144207239,9.465068676,1.205919239,10.033252075,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1725743158.230110,-0.005253103,0.009086014,-0.009807831,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1725743158.229586601,9.485450598,1.224467188,10.022216858,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
